	max(PC)	median(PC)	max(z)	median(z)
1665	-0.0031746323936776948	-0.004646937696098651	-0.055994639501714925	-0.022251392905107022
1666	-0.0031731483215373746	-0.004645882985269554	-0.0559853165646655	-0.022248452999036016
1667	-0.003172473120012168	-0.004645436235787458	-0.05595958141377311	-0.02222054586814813
1668	-0.003170810897387524	-0.004643353270256577	-0.055953191560370125	-0.02221375247781818
1669	-0.0031683633302590974	-0.004642752108903716	-0.05595064975853999	-0.022212533853222142
1670	-0.0031660890319772095	-0.004641940299120007	-0.05594780626947434	-0.022200261273651677
1671	-0.0031656027385156904	-0.004638468235626818	-0.055923481727859305	-0.022184246865914345
1672	-0.0031655367769220636	-0.0046383878977854735	-0.05588972073596954	-0.022176210223601972
1673	-0.003163380865257165	-0.004637519064278662	-0.0558839759001953	-0.02211212155922409
1674	-0.0031622604896430232	-0.00463738366053767	-0.05588201571840562	-0.022101957500872148
1675	-0.0031594325448203705	-0.004633923392319923	-0.0558649660017013	-0.022098071606213916
1676	-0.0031588141987282485	-0.0046337726546220905	-0.05582103958016955	-0.022075887244988227
1677	-0.003155937234660387	-0.004633646626015802	-0.055819285352043925	-0.02205950929813333
1678	-0.0031465883351072836	-0.004633369116003922	-0.05581222093744145	-0.022050890265787455
1679	-0.0031454526660361208	-0.004633012941517507	-0.0558102366033963	-0.022050448559403704
1680	-0.0031440030977305904	-0.004630813462765757	-0.05573303603920043	-0.022031633238203913
1681	-0.003143991795182112	-0.004628877765703532	-0.05569986942029945	-0.022021166429922495
1682	-0.003142710954683222	-0.004627988324652459	-0.05568193925747286	-0.022009316720659765
1683	-0.0031425435690369185	-0.004626496517119584	-0.05566700937615029	-0.021987401079351574
1684	-0.0031413467348135405	-0.004625590376016514	-0.05556295681084935	-0.021963651952893723
1685	-0.0031386163777607674	-0.0046243145168206445	-0.0555480433510914	-0.02194687267472803
1686	-0.0031378371689487483	-0.0046239769035831026	-0.05554393481038972	-0.021946682879358328
1687	-0.0031362758692286075	-0.004623558030573471	-0.05553940544869973	-0.02192100214732017
1688	-0.003135800664914577	-0.004621607730527454	-0.0554964675589668	-0.021917276276824122
1689	-0.0031355468784521508	-0.004621455476746654	-0.05548784374715413	-0.021917074975491765
1690	-0.003135012834991773	-0.004620991744420417	-0.05545436975632608	-0.021915855745811206
1691	-0.0031339290329893965	-0.004616969942937043	-0.05542790221982496	-0.02190830985468098
1692	-0.0031324710763193627	-0.004616365678120233	-0.05539898245668523	-0.02190154712340268
1693	-0.00313129652291909	-0.004614345931211215	-0.05538756781629537	-0.0218962683029334
1694	-0.0031281797060724995	-0.004611586727510724	-0.055330303874359305	-0.021893651108041253
1695	-0.0031277452483774925	-0.004609545763374629	-0.055308766232155276	-0.0218919907846777
1696	-0.003125049494994963	-0.004609317392283001	-0.05528463998120137	-0.021883841810483938
1697	-0.0031239261325477522	-0.00460756559021675	-0.055190845975126517	-0.021874171058940278
1698	-0.0031219218967492453	-0.004603602040854339	-0.05519000000862037	-0.021872490774705763
1699	-0.0031197303571376526	-0.004602101033765111	-0.055188962311892	-0.021862654954399423
1700	-0.0031189839157782936	-0.004601418384676053	-0.05515745949100086	-0.021849058054348867
1701	-0.003117747820930916	-0.004600574589995793	-0.05511780786442331	-0.021846410684253803
1702	-0.0031176265258915396	-0.004600501845868708	-0.05510532011998422	-0.021845732390314086
1703	-0.0031167074458043264	-0.004596952180915477	-0.05509729540267106	-0.021845725083143194
1704	-0.0031160628536625826	-0.004596203783032538	-0.055089290581158135	-0.02184213270158896
1705	-0.0031125229444564162	-0.004596063376854354	-0.055058791471187654	-0.021823929629161284
1706	-0.0031117440723699933	-0.004595840362448946	-0.05504881977350118	-0.02182349154978691
1707	-0.0031111772444924897	-0.004595472203300022	-0.05504664215912855	-0.021818040157389324
1708	-0.003107647655861162	-0.004592725416991537	-0.05503401692430041	-0.021809308071540787
1709	-0.0031063482245947153	-0.004592253462888541	-0.055022449250358645	-0.021804247542509966
1710	-0.003104112806291876	-0.004591454633614742	-0.055008406510539155	-0.021797674780628384
1711	-0.003103122360798821	-0.004589177302758561	-0.05500021036579315	-0.021769445163214496
1712	-0.003102775023611986	-0.004587899678617259	-0.0549799086268137	-0.021765581003360505
1713	-0.0030988444546237045	-0.00458142222748849	-0.05497017827379405	-0.021764489639814824
1714	-0.0030944587677646596	-0.004580792047229745	-0.05496899194035778	-0.02176251628348102
1715	-0.0030933040407020037	-0.004580720234893688	-0.054964908724657945	-0.021746785949766173
1716	-0.003089461022630597	-0.00457994690407138	-0.054950460431584434	-0.021724922403043512
1717	-0.0030891864346004154	-0.004579420445246785	-0.05490906754214131	-0.021717901167587424
1718	-0.003089177110410293	-0.004579162148381211	-0.05490121721053328	-0.02170404384644121
1719	-0.0030871178937831234	-0.004573635294939895	-0.05489748074544278	-0.021676313985879252
1720	-0.003087064942823855	-0.004573047543886972	-0.054879789659221793	-0.02166652099859905
1721	-0.003086416426626934	-0.004572608350667957	-0.05481234532740614	-0.021665937433828886
1722	-0.0030863662543606936	-0.004569020932740314	-0.05480944040291713	-0.02166283590010538
1723	-0.0030860104498336904	-0.004568450691270688	-0.05478783098240522	-0.02165852469635772
1724	-0.003085392889615757	-0.004568434806399119	-0.05477604598266764	-0.021654901563030314
1725	-0.003085310243670715	-0.004567496828388655	-0.0547449908791576	-0.02164957557600016
1726	-0.003084206221419969	-0.004566201705536021	-0.054736013601724795	-0.021649281594622854
1727	-0.0030837247914218997	-0.004561811747282707	-0.05472940155274903	-0.021647708265702535
1728	-0.0030826009762185136	-0.00456033558316157	-0.05472888334511902	-0.02163210021227753
1729	-0.0030823222549531733	-0.004559269839359715	-0.0547152039798299	-0.021612876106467283
1730	-0.003079647673582489	-0.004558963656792309	-0.05467988512283617	-0.021605556186866274
1731	-0.0030795621908674764	-0.004558165892404133	-0.05465912178145794	-0.021603420439614104
1732	-0.0030783157377963144	-0.004555400462616321	-0.054652953024752135	-0.02159196065740409
1733	-0.0030783049560270544	-0.004555299056326713	-0.05464815223829393	-0.021588725002719654
1734	-0.003076780024842586	-0.004553225226539049	-0.05464002790237881	-0.02154042203354375
1735	-0.0030761891066147413	-0.004552029577032339	-0.05462344745649052	-0.021515940810664505
1736	-0.0030756327060151526	-0.0045474993191262705	-0.05462106882546851	-0.021507115278731954
1737	-0.0030740501702527538	-0.0045465548658714765	-0.054590986212488576	-0.02150696537669804
1738	-0.003073753833146501	-0.0045460494430408435	-0.05449423909100972	-0.021505295922194564
1739	-0.003072955581788472	-0.004540790813382791	-0.05449416212945845	-0.021497543257157335
1740	-0.00307285109454678	-0.00453948032126552	-0.05449301726328488	-0.021470817276943062
1741	-0.003071917063430041	-0.004538880310829279	-0.05447154304223288	-0.021461796384406494
1742	-0.0030700588056967056	-0.00453865790658118	-0.05447129187347371	-0.021453157508368743
1743	-0.003069699929844766	-0.004538285888903669	-0.054460774212910366	-0.021452002683791896
1744	-0.003065558371547627	-0.004538155073501662	-0.05444985660054193	-0.021446168814841873
1745	-0.003065075833532733	-0.004537053038494134	-0.054446005333312085	-0.021444466063164178
1746	-0.0030648766309789932	-0.004534762715536069	-0.05439243031381883	-0.02144146913181414
1747	-0.0030622930202844774	-0.00453367406769784	-0.054379269758803625	-0.02142061533035835
1748	-0.0030619631858406545	-0.004533480530192657	-0.054355586823776704	-0.02140817461314026
1749	-0.003060999893671098	-0.0045334213661369464	-0.05432300751815211	-0.021403334361882728
1750	-0.003060190991435939	-0.004533323908245507	-0.054302786493261986	-0.02139802202331951
1751	-0.0030583085292537945	-0.004532525913591465	-0.054289396814183405	-0.02139789559215108
1752	-0.0030568290306745346	-0.004532201332402296	-0.054287234708080036	-0.021396249074529406
1753	-0.003056173188799827	-0.0045316559993574985	-0.054254643748809624	-0.021386726669318738
1754	-0.003056140493867868	-0.004529698723235659	-0.054239841690983955	-0.021375427977525858
1755	-0.003053939877484765	-0.004529139447157406	-0.054231496989369785	-0.021363293340005543
1756	-0.0030525468924562523	-0.004528211843673469	-0.054228769476759704	-0.021339949879081697
1757	-0.0030514368182894625	-0.004526735927183046	-0.05418384365172304	-0.021326656435362492
1758	-0.0030509775864938464	-0.004525425134359839	-0.05415494078930104	-0.021322745189648253
1759	-0.003050903531216769	-0.004523928437600265	-0.05414542434924876	-0.021321673811525388
1760	-0.0030504144801041877	-0.004522508545802339	-0.05413484986800798	-0.021317213340844174
1761	-0.00304956027911201	-0.004521214847791978	-0.054095872707678426	-0.021287938035582463
1762	-0.0030487776067271936	-0.004520828450213166	-0.054076765420309786	-0.021287123414279723
1763	-0.0030486960597739332	-0.0045197861892904735	-0.05407568957246671	-0.02127190465498037
1764	-0.0030485856255019483	-0.004517184278764772	-0.05404510910726771	-0.021259418011104998
1765	-0.003044483192286898	-0.004516245155934406	-0.05400663941391937	-0.021255940891979238
1766	-0.003044031132917329	-0.004514870446731177	-0.053997292603458556	-0.021253548773115208
1767	-0.0030438085974490285	-0.004514336014683085	-0.05398278912955963	-0.02124247895421196
1768	-0.003042440670973491	-0.00451187333258999	-0.0539599011148276	-0.02123505856486161
1769	-0.0030420761093027555	-0.004511784548357994	-0.05389513228247962	-0.02122343263645046
1770	-0.00304110942392552	-0.004511381595988264	-0.053881327381253286	-0.021223212003591622
1771	-0.0030408020694748412	-0.004508745673052544	-0.05386185223987451	-0.02122088422008533
1772	-0.003040076633211988	-0.004505272450352321	-0.05374218526047357	-0.021219309298850693
1773	-0.003039391366492044	-0.004503596436527469	-0.053732437365969644	-0.021209496790233935
1774	-0.003039146932536119	-0.00450242494460819	-0.053652608768137544	-0.02120863917299229
1775	-0.0030377452104927627	-0.004502320525648338	-0.053610808826961405	-0.02119319914242883
1776	-0.0030343889453260916	-0.004500611302827227	-0.05360369374416677	-0.021175659890660423
1777	-0.0030337994628203187	-0.004500278631163625	-0.05355903824661416	-0.021167734261732955
1778	-0.0030336075034992282	-0.004499305160542387	-0.053541785021401285	-0.021164472387769948
1779	-0.003032156312802567	-0.0044983652222146744	-0.05352196506325717	-0.021159220257905
1780	-0.0030310674607689743	-0.004497718563800424	-0.05343844488699295	-0.02114651260618894
1781	-0.0030310283027531392	-0.004497099963375556	-0.05341682529023023	-0.02114085532969935
1782	-0.003029967982499793	-0.0044947858621852636	-0.053386940927769154	-0.02113363497270986
1783	-0.0030299652747395496	-0.004491320772620761	-0.053355143103917875	-0.02111977228244729
1784	-0.003029802657049388	-0.004487335431142568	-0.05335450282829042	-0.02111909406675511
1785	-0.003029675167696192	-0.004485612403733009	-0.05335178093886364	-0.021118519617594617
1786	-0.0030293308813505067	-0.0044846661786036735	-0.05332191317365151	-0.02111304604955355
1787	-0.0030285960844998634	-0.004484465221207868	-0.053281872518287414	-0.021112169956891042
1788	-0.0030269932968694235	-0.004483966002970165	-0.05327776019382316	-0.021104937747524116
1789	-0.0030224020704276815	-0.004482273018592296	-0.05322498300243123	-0.021102194243611296
1790	-0.003022147392324242	-0.0044797867668945335	-0.05321839599792519	-0.021100221746798053
1791	-0.003021603385237954	-0.004477832213531889	-0.05312235248305139	-0.02109369584849375
1792	-0.003021596868170059	-0.004477662952400142	-0.053099911408566645	-0.021082419726851796
1793	-0.0030215937060243314	-0.004472042872663028	-0.05308110214618326	-0.021081154272037106
1794	-0.0030214620039403055	-0.004468434425702399	-0.053080435230192624	-0.02106703752587544
1795	-0.003020118635636764	-0.004465794261328461	-0.05304517352145385	-0.021064702768008904
1796	-0.0030196354005385846	-0.004464021972284515	-0.05302615512893608	-0.02104039543029338
1797	-0.00301910096281239	-0.0044580231403549934	-0.05302095108400487	-0.021009144000342348
1798	-0.0030184960573527483	-0.004456210614461633	-0.05302028573147437	-0.0209840910489979
1799	-0.0030131374710682217	-0.004455593842574939	-0.05298110177155301	-0.020980578343502407
1800	-0.003010021688425374	-0.004449599279723739	-0.052943872289370406	-0.020977944488313235
1801	-0.003008782413874672	-0.004449184600251439	-0.052931843278117174	-0.020972269107480145
1802	-0.0030084104232392258	-0.004448957274087268	-0.052910937197087046	-0.020964988129149625
1803	-0.003007058193985287	-0.00444648605107929	-0.052879591132240354	-0.020956749420593383
1804	-0.003007023681277191	-0.004445364724249718	-0.0528708995628791	-0.0209566815167824
1805	-0.0030068255053125378	-0.004440161373641217	-0.05286997988769596	-0.02094756954028393
1806	-0.0030060385098081817	-0.004439019141060263	-0.05281370593450144	-0.020934988535097076
1807	-0.003004537929288017	-0.004438814694272602	-0.05272498584779202	-0.020930554154933546
1808	-0.0030044311900968394	-0.004438807491284729	-0.052699589789544365	-0.020921917300497916
1809	-0.0030039514146205874	-0.00443684909149083	-0.052669670669788636	-0.020908376079937976
1810	-0.003003271768247008	-0.004436753062756326	-0.05262558339661007	-0.020905105108654582
1811	-0.003003173838162643	-0.004436599889339855	-0.052620286285968404	-0.02090165433212638
1812	-0.00300219021825032	-0.004433768875491512	-0.05260582179852746	-0.020887828096127787
1813	-0.0030008662214997817	-0.004432210923992173	-0.05259289298447897	-0.020877520289955674
1814	-0.0030002328759235904	-0.004431783488617008	-0.05256165025041769	-0.020873178693142584
1815	-0.0030002021612952597	-0.004431705037521914	-0.0525351738063042	-0.020868897496042066
1816	-0.0030000948453262847	-0.0044316806990175595	-0.052507371864854414	-0.02086379321856731
1817	-0.002999829042564994	-0.004430938298033749	-0.05250325743474403	-0.020863762404997335
1818	-0.002999794914319799	-0.004427203611769449	-0.052456489179861836	-0.02085721386651243
1819	-0.0029994705009464473	-0.004425907743609271	-0.052442022902039545	-0.020856377972568205
1820	-0.0029985920523982064	-0.004424854471370275	-0.05242869198929862	-0.020850876341786
1821	-0.0029981503083550487	-0.004423773057916101	-0.05241948204689433	-0.02084583436943227
1822	-0.0029973633847925037	-0.004422945046602757	-0.05239165309542097	-0.020836515573249868
1823	-0.0029951432130049527	-0.004422057159969264	-0.05235839658658499	-0.020835770698634785
1824	-0.002994226618502665	-0.004420913930507904	-0.052349417961434455	-0.020832835885073522
1825	-0.002992706189908613	-0.004419193083504892	-0.05234602837651564	-0.020824711442215187
1826	-0.0029924565638110275	-0.004414929029012598	-0.052327424334894686	-0.020823956559316334
1827	-0.0029919220270176235	-0.004414810559233349	-0.05231179049980613	-0.020804955935311897
1828	-0.002991894416641315	-0.004414137672200093	-0.05230826871503083	-0.020801699173873534
1829	-0.0029915876460018982	-0.004413605608664111	-0.05229912330014943	-0.020799961875680027
1830	-0.00298997011392807	-0.004412511388846957	-0.052298050696716024	-0.020786655327155557
1831	-0.0029897053745107267	-0.004412375085373616	-0.05229040786361968	-0.02078034008262012
1832	-0.002989142794517444	-0.004411404667664305	-0.05227370802768669	-0.02077225564242888
1833	-0.0029886948240903932	-0.004408320228165206	-0.052247283314705885	-0.020746389497123673
1834	-0.0029867751756790014	-0.004407323593266153	-0.05223324821454565	-0.020738872718680086
1835	-0.002982568730415986	-0.004406034232618348	-0.0522026764964446	-0.020738301949342335
1836	-0.0029816668190860126	-0.004406021338229437	-0.05220058911051106	-0.020736941942932456
1837	-0.0029799168712274175	-0.004393393259771141	-0.05219957293657348	-0.020730411079559582
1838	-0.002977846704179315	-0.0043932120500877365	-0.052194802941895754	-0.020730253520524246
1839	-0.0029776533833341945	-0.00439318539960426	-0.05218168055298185	-0.02072814700957406
1840	-0.002976554487421126	-0.004392439478106181	-0.05216248854037884	-0.020717431327509386
1841	-0.0029765410971945216	-0.004392248194109296	-0.05216079964758037	-0.02071228381533806
1842	-0.0029757779186789964	-0.0043918089074218725	-0.05215395535161709	-0.020710099940911428
1843	-0.0029736402134044127	-0.004387948065774094	-0.052131258883405085	-0.02069727298939231
1844	-0.002973140190187404	-0.004387438222437161	-0.052123177904113846	-0.020695700103891743
1845	-0.0029711082696758347	-0.004385359366982245	-0.05211713773239066	-0.020695556093403723
1846	-0.002969468691746799	-0.004381236281504568	-0.052107090305364895	-0.020692628232884383
1847	-0.002968316511672001	-0.00437946053386833	-0.05208648516941939	-0.02067731203686696
1848	-0.0029682741638170614	-0.004379390691378942	-0.05207109957616673	-0.020662399226865552
1849	-0.0029677982367066376	-0.004376140389276473	-0.05206283233483655	-0.020653815046889113
1850	-0.002965022887078937	-0.00437595628471571	-0.05205514054923007	-0.020636696944378353
1851	-0.002961554413836157	-0.004374163136255181	-0.052035041391311494	-0.02063483756821606
1852	-0.0029614809852777724	-0.0043704000002223985	-0.052033414939970046	-0.020631163135195314
1853	-0.002961452474998362	-0.004369805006724075	-0.05203045741225411	-0.020628320255419268
1854	-0.0029612682051061937	-0.004369470358350553	-0.052019076292105476	-0.020607406019807033
1855	-0.0029610031554716757	-0.004366049032258932	-0.05201254546974073	-0.02059300422422941
1856	-0.0029607944353632265	-0.004362155517923365	-0.05199979784745358	-0.02059215722633694
1857	-0.0029607200279154174	-0.004361051293248692	-0.0518579859761714	-0.020588965955052992
1858	-0.002960020781509246	-0.004355898169289385	-0.0518402655992271	-0.020576525874531123
1859	-0.002958533335975044	-0.00435202554664724	-0.05182867159551492	-0.02057121402867336
1860	-0.00295827399614299	-0.004350830693902741	-0.05180930097976892	-0.020567982145416414
1861	-0.0029563985438481625	-0.004350517329387965	-0.05171531195843021	-0.020558057209837857
1862	-0.002955500389116837	-0.004349983763626584	-0.05171307807928438	-0.02055532524345241
1863	-0.002954508113318102	-0.0043479989690907404	-0.05171231227224796	-0.020551685151955882
1864	-0.0029536871884258157	-0.004347154936503818	-0.05168784225789864	-0.02052287736675536
1865	-0.002952866321425342	-0.004345762798569313	-0.05167136020678098	-0.020520720887535593
1866	-0.0029510099271464023	-0.004343637384183828	-0.05166738833466243	-0.020513315185464134
1867	-0.0029508575086103217	-0.004342736546344893	-0.051657469372856826	-0.0205088513627725
1868	-0.0029507099296583383	-0.004339601113634567	-0.05158687557059565	-0.0205017818679441
1869	-0.0029492757614515645	-0.004338737428153026	-0.05157379532980118	-0.020500887438264257
1870	-0.0029491177274395515	-0.004338490052760411	-0.051538957920834606	-0.02049962252716266
1871	-0.0029472900125555763	-0.004337944433058289	-0.051508192864679544	-0.020497188774147055
1872	-0.002946151619212126	-0.004334172337873955	-0.051499269290048076	-0.020478231200626966
1873	-0.002945945633099697	-0.004331487906519559	-0.05144493933939913	-0.020463484385266892
1874	-0.002945684143476278	-0.0043313516921667464	-0.05142126986918254	-0.020462927522115325
1875	-0.0029455097523522463	-0.004329957336221914	-0.05132843874589454	-0.020461373661838998
1876	-0.0029430985771634484	-0.0043285404942483875	-0.05132231663455006	-0.020459028188967623
1877	-0.002942789643605158	-0.004325876340431628	-0.051308498790481674	-0.020448957133627772
1878	-0.0029424227230288513	-0.004324763576151984	-0.05129662711702855	-0.02044310720913859
1879	-0.002942271933626806	-0.004323359329269461	-0.051257956976527866	-0.02043963606248029
1880	-0.002941536956887165	-0.00432290411439832	-0.05125779288232509	-0.02043398860623281
1881	-0.0029408759427988866	-0.004321940841952188	-0.05117159421989356	-0.020393382423637155
1882	-0.002939357945582757	-0.004321919094037598	-0.051169200953453994	-0.02039051732645732
1883	-0.0029391801671670766	-0.004318856882766908	-0.05108088110312983	-0.020388630081670887
1884	-0.0029387815646637187	-0.004318090940002597	-0.05103165366613012	-0.020371364475989084
1885	-0.0029368814223722887	-0.004318058301270765	-0.05101166391454251	-0.020362698235983127
1886	-0.0029340471502665192	-0.00431462969838723	-0.050935851124644715	-0.02035194507709881
1887	-0.002932221730879009	-0.0043142416125881485	-0.050935142433968135	-0.02035051457777433
1888	-0.00292851569468834	-0.004313893709604066	-0.05092711819468758	-0.020343740869860457
1889	-0.0029256639262515757	-0.0043120881707815785	-0.0509153870228426	-0.020340615557210194
1890	-0.0029255598550832866	-0.004311252183840713	-0.05091237969515431	-0.020327190673979395
1891	-0.0029220062174231043	-0.0043108352562549294	-0.05086992142083132	-0.020323469560762527
1892	-0.002921800555492987	-0.004308476467037005	-0.05083718743154206	-0.020290422390638673
1893	-0.002920312362484273	-0.004308169267020752	-0.050787363920722	-0.020280707873650466
1894	-0.002919551238556667	-0.004306367991823011	-0.05073568893492328	-0.02026911169244945
1895	-0.00291651160381704	-0.004306029862750577	-0.05066534680863694	-0.020266674901656928
1896	-0.0029156921523217742	-0.004303399078582177	-0.050660269677483154	-0.020255929212656145
1897	-0.0029154437999500556	-0.004301686188295982	-0.05065196630441993	-0.0202491168635727
1898	-0.002910745165525472	-0.004300539583372797	-0.050600010185313654	-0.020248055129960224
1899	-0.002908810567254906	-0.004299450325738287	-0.05058238421257326	-0.020243847251239806
1900	-0.0029084174362383978	-0.004297106551001427	-0.05058009315834678	-0.02024239803442677
1901	-0.0029078410681074784	-0.0042895668568235235	-0.050566350934875014	-0.02024232473770146
1902	-0.0029036972472318264	-0.0042880470034960035	-0.0505617400178038	-0.020238428848862546
1903	-0.0029028236603722683	-0.004287699259866527	-0.05054501150067568	-0.02020818185032681
1904	-0.0029015192359631743	-0.004287400084414816	-0.0505187128690828	-0.020199084907018446
1905	-0.0029013965199064947	-0.00428672271783186	-0.0504854798106555	-0.020192094467699272
1906	-0.00290118949529822	-0.00428669479565753	-0.050425459480433525	-0.020186550807239193
1907	-0.002899928891398701	-0.004282719564854749	-0.05042333563629132	-0.020172509962020305
1908	-0.002899650155388403	-0.004281926908677781	-0.05041226314627861	-0.020168995978624024
1909	-0.0028981823819286346	-0.004280925442608385	-0.0504040238779484	-0.02015429999290781
1910	-0.002896602526729259	-0.004279087677379929	-0.05037750366311577	-0.020146633532806213
1911	-0.002896575757067378	-0.004277356902404307	-0.05036376262949557	-0.02013516695615142
1912	-0.0028955977106434883	-0.00427621482772109	-0.05035995113139933	-0.020130999110529325
1913	-0.002894583355489157	-0.00427604811424296	-0.05034668817868295	-0.020121572292254846
1914	-0.0028929254254766875	-0.004274743937681624	-0.05028273531073334	-0.02012109609203715
1915	-0.0028904030479961055	-0.004272880512347881	-0.05027616584349845	-0.0201068809453611
1916	-0.0028890187691862886	-0.0042724445307594176	-0.05024614166802286	-0.020100120913940662
1917	-0.002888531002852758	-0.004270372100108262	-0.050245943228361865	-0.02009180802791382
1918	-0.002886366759037925	-0.004265492535056703	-0.05024025481702653	-0.020075447084646827
1919	-0.002886262422106986	-0.004265257842443854	-0.05023312282691722	-0.02006047995131797
1920	-0.0028856705880311384	-0.004264967598629947	-0.050218926080340245	-0.020028431099431435
1921	-0.00288545928497767	-0.0042628507266382135	-0.050193845747420675	-0.02002674619231798
1922	-0.0028802916305189575	-0.0042615087552102075	-0.050192627768678874	-0.020018009699459542
1923	-0.002878922590894978	-0.004256776062862273	-0.05018544451579549	-0.020005990842587036
1924	-0.002877259153253953	-0.004255836488041464	-0.0501851885124874	-0.020002626565732658
1925	-0.00287692398316475	-0.004252506580025184	-0.05016750128515706	-0.019998243970971812
1926	-0.0028741808936418893	-0.004251111396984596	-0.0500902392908582	-0.01999606951622582
1927	-0.0028741407654439026	-0.004250914156833232	-0.0500505578218846	-0.01999180590352352
1928	-0.0028739766327480184	-0.004249491230448241	-0.05002789346942411	-0.019989480235873845
1929	-0.002873903759045103	-0.004248925681937944	-0.05000788191131524	-0.01997578428524043
1930	-0.002873360968611841	-0.004248230589621926	-0.04998675006810297	-0.01996662850559372
1931	-0.0028724660887510826	-0.004247643085966802	-0.04998211185589605	-0.019961942260381702
1932	-0.0028717865040078353	-0.004246704901272456	-0.049969420851664545	-0.01995117011199623
1933	-0.0028698891690887495	-0.004237352166353767	-0.04992478524774565	-0.019936911548749946
1934	-0.0028690892561769876	-0.00423656795692523	-0.04991810139955572	-0.019923319478081354
1935	-0.002867611496996812	-0.004235746244042382	-0.0498638931145174	-0.019915693990746115
1936	-0.0028658719177031885	-0.004234839030411901	-0.049861658011834877	-0.019915317351655214
1937	-0.0028656432557164642	-0.004233217087883344	-0.04985671170300416	-0.01991519379973755
1938	-0.0028654928105111403	-0.004231675658038635	-0.04984997926257405	-0.019912422879895388
1939	-0.002864883786705819	-0.004227281169861975	-0.049829405886767396	-0.019901354689519
1940	-0.002864169157038604	-0.004226693232312713	-0.04978870811035427	-0.019899454299322723
1941	-0.0028641551962108477	-0.004225623963438547	-0.049783940369028154	-0.019896643293705486
1942	-0.002861801894793209	-0.004222516354567829	-0.04977229491977309	-0.01989200129174378
1943	-0.002861246948256127	-0.0042216157892500765	-0.049762160953682424	-0.0198897553040332
1944	-0.0028605797207213483	-0.004221614587323124	-0.049755333149328035	-0.019850074902405708
1945	-0.002858454794234494	-0.004221391890157038	-0.04974406650614972	-0.019846472911688923
1946	-0.0028581493825842012	-0.004221089836128551	-0.049741076574851655	-0.01984312013159146
1947	-0.0028566326925454077	-0.004220829009189504	-0.0497316930643322	-0.01984285890646035
1948	-0.00285662708629884	-0.0042204988404620555	-0.04969813299872671	-0.01983522672918636
1949	-0.002856042166147364	-0.004219133868194063	-0.04969731937438397	-0.019835070493509778
1950	-0.002853956026795978	-0.004218735997578842	-0.04967819583005014	-0.01983283846814963
1951	-0.00284573126618081	-0.004217410224323693	-0.04965638341897123	-0.019830736966343535
1952	-0.0028455943644535124	-0.004215853211381843	-0.049645009038510816	-0.019824460649189184
1953	-0.0028449264217925785	-0.004214502421877915	-0.04963845828488269	-0.019821453273801096
1954	-0.0028448415986179424	-0.0042100025861621405	-0.04961499590985953	-0.019807376815908474
1955	-0.002843973843830462	-0.004209936363974971	-0.04961460977433888	-0.019800094634122165
1956	-0.0028426474425662803	-0.004208880007375324	-0.04959256959055311	-0.019796576308052812
1957	-0.0028415368786021914	-0.004207692772515127	-0.049590498305011235	-0.01979093623909102
1958	-0.0028396367897945544	-0.004206784979033897	-0.04956087432632609	-0.019776585161244108
1959	-0.002838792285328409	-0.00420583175936854	-0.04952097073471986	-0.019776465831838903
1960	-0.002835641189013494	-0.004204896701837924	-0.049479083693643296	-0.019772660041133053
1961	-0.0028353859193138483	-0.004196007995826716	-0.04945057162905302	-0.019754030942514836
1962	-0.0028331007072979726	-0.00419169069152951	-0.04944916120347834	-0.019748041747869254
1963	-0.002832556402878542	-0.0041891651415100865	-0.049426422847373884	-0.019722294489190224
1964	-0.0028317918719393794	-0.004188519285732601	-0.04941562874399968	-0.019720233480135647
1965	-0.0028314534929597	-0.004187771455250577	-0.049400546561713915	-0.019716536006328243
1966	-0.002831345614703735	-0.004186812166638885	-0.049390039855321866	-0.01970734765751683
1967	-0.002831343923988294	-0.004182394546818251	-0.04933561173013069	-0.01970649408550115
1968	-0.0028307830412688125	-0.004177533009800005	-0.04931031652720409	-0.019701003814587215
1969	-0.002830347989021994	-0.004173844100199421	-0.04929688379219566	-0.019697472356892634
1970	-0.002829657702071944	-0.004169801677597179	-0.04929447492788847	-0.019686239005433762
1971	-0.0028261290095083517	-0.004169189462616272	-0.049285634224731666	-0.019685143812454627
1972	-0.0028206180089445565	-0.004168769777847171	-0.049244530489079716	-0.019656677307375768
1973	-0.0028195116273167127	-0.004166976963152063	-0.04920285587749341	-0.01964342460931584
1974	-0.002819246205792817	-0.004165414139090294	-0.049198468788530465	-0.01961599047875912
1975	-0.002818224015864257	-0.00416063163490849	-0.04917731113343263	-0.019605443872229598
1976	-0.002817631966239023	-0.004159233062873045	-0.049162861943263185	-0.0195880361227917
1977	-0.002816670184425988	-0.004157658341457125	-0.04915515363145028	-0.019583553423548464
1978	-0.0028154116736640008	-0.0041563557340929536	-0.04911241729974085	-0.019575756926945506
1979	-0.0028153635627482547	-0.00415387662661524	-0.049098826613239326	-0.019575479213086475
1980	-0.002815064560567462	-0.004153635061588425	-0.04908182542098494	-0.019563954972453373
1981	-0.0028149892419344147	-0.004153360248669281	-0.04906382526858122	-0.019555219378427857
1982	-0.00281452199712277	-0.004153087644837723	-0.04903421332682166	-0.019551689108461546
1983	-0.0028138685187789033	-0.0041511856376217505	-0.04899392817889278	-0.019533365094907138
1984	-0.0028129573503190286	-0.004150820613967921	-0.04899139973332982	-0.01952585344666268
